PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"30121291","Baseline IL-22 expression in patients with atopic dermatitis stratifies tissue responses to fezakinumab","Brunner PM, Pavel AB, Khattri S, Leonard A, Malik K, Rose S, Jim On S, Vekaria AS, Traidl-Hoffmann C, Singer GK, Baum D, Gilleaudeau P, Sullivan-Whalen M, Fuentes-Duculan J, Li X, Zheng X, Estrada Y, Garcet S, Wen HC, Gonzalez J, Coats I, Cueto I, Neumann AU, Lebwohl MG, Krueger JG, Guttman-Yassky E.","J Allergy Clin Immunol. 2019 Jan;143(1):142-154. doi: 10.1016/j.jaci.2018.07.028. Epub 2018 Aug 17.","Brunner PM","J Allergy Clin Immunol","2019","2018/08/20","","","10.1016/j.jaci.2018.07.028"
"30400971","Progressive resistance training in cachectic head and neck cancer patients undergoing radiotherapy: a randomized controlled pilot feasibility trial","Grote M, Maihöfer C, Weigl M, Davies-Knorr P, Belka C.","Radiat Oncol. 2018 Nov 6;13(1):215. doi: 10.1186/s13014-018-1157-0.","Grote M","Radiat Oncol","2018","2018/11/08","PMC6219249","","10.1186/s13014-018-1157-0"
"28532839","Dry ice is a reliable substrate for the distribution of frozen mouse spermatozoa: A multi-centric study","Raspa M, Guan M, Paoletti R, Montoliu L, Ayadi A, Marschall S; EMMA/Infrafrontier Technical Working Group, Fray M, Scavizzi F.","Theriogenology. 2017 Jul 1;96:49-57. doi: 10.1016/j.theriogenology.2017.04.003. Epub 2017 Apr 3.","Raspa M","Theriogenology","2017","2017/05/24","","","10.1016/j.theriogenology.2017.04.003"
"27591264","Random Survival Forest in practice: a method for modelling complex metabolomics data in time to event analysis","Dietrich S, Floegel A, Troll M, Kühn T, Rathmann W, Peters A, Sookthai D, von Bergen M, Kaaks R, Adamski J, Prehn C, Boeing H, Schulze MB, Illig T, Pischon T, Knüppel S, Wang-Sattler R, Drogan D.","Int J Epidemiol. 2016 Oct;45(5):1406-1420. doi: 10.1093/ije/dyw145. Epub 2016 Sep 1.","Dietrich S","Int J Epidemiol","2016","2016/09/04","","","10.1093/ije/dyw145"
"29128133","Response and recovery of a pristine groundwater ecosystem impacted by toluene contamination - A meso-scale indoor aquifer experiment","Herzyk A, Fillinger L, Larentis M, Qiu S, Maloszewski P, Hünniger M, Schmidt SI, Stumpp C, Marozava S, Knappett PSK, Elsner M, Meckenstock R, Lueders T, Griebler C.","J Contam Hydrol. 2017 Dec;207:17-30. doi: 10.1016/j.jconhyd.2017.10.004. Epub 2017 Oct 31.","Herzyk A","J Contam Hydrol","2017","2017/11/13","","","10.1016/j.jconhyd.2017.10.004"
"31689708","Insulin Action in the Hypothalamus Increases Second-Phase Insulin Secretion in Humans","Heni M, Wagner R, Willmann C, Jaghutriz BA, Vosseler A, Kübler C, Hund V, Scheffler K, Peter A, Häring HU, Preissl H, Kullmann S, Fritsche A.","Neuroendocrinology. 2020;110(11-12):929-937. doi: 10.1159/000504551. Epub 2019 Nov 5.","Heni M","Neuroendocrinology","2020","2019/11/06","","","10.1159/000504551"
"28546545","Extensive phenotypic characterization of a new transgenic mouse reveals pleiotropic perturbations in physiology due to mesenchymal hGH minigene expression","Kaklamanos A, Rozman J, Roulis M, Karagianni N, Armaka M, Wu M, Brachthäuser L, Calzada-Wack J, Horsch M, Beckers J, Rathkolb B, Adler T, Neff F, Wolf E, Gailus-Durner V, Fuchs H, de Angelis MH, Kollias G.","Sci Rep. 2017 May 25;7(1):2397. doi: 10.1038/s41598-017-02581-8.","Kaklamanos A","Sci Rep","2017","2017/05/27","PMC5445072","","10.1038/s41598-017-02581-8"
"30370305","The Microbiome and Preterm Birth: A Change in Paradigm with Profound Implications for Pathophysiologic Concepts and Novel Therapeutic Strategies","Staude B, Oehmke F, Lauer T, Behnke J, Göpel W, Schloter M, Schulz H, Krauss-Etschmann S, Ehrhardt H.","Biomed Res Int. 2018 Oct 2;2018:7218187. doi: 10.1155/2018/7218187. eCollection 2018.","Staude B","Biomed Res Int","2018","2018/10/30","PMC6189679","","10.1155/2018/7218187"
"26333310","Heritability of young- and old-onset ischaemic stroke","Bluher A, Devan WJ, Holliday EG, Nalls M, Parolo S, Bione S, Giese AK, Boncoraglio GB, Maguire JM, Müller-Nurasyid M, Gieger C, Meschia JF, Rosand J, Rolfs A, Kittner SJ, Mitchell BD, O'Connell JR, Cheng YC.","Eur J Neurol. 2015 Nov;22(11):1488-91. doi: 10.1111/ene.12827. Epub 2015 Sep 2.","Bluher A","Eur J Neurol","2015","2015/09/04","PMC4600023","NIHMS707692","10.1111/ene.12827"
"29314275","An approach to the asthma-protective farm effect by geocoding: Good farms and better farms","Müller-Rompa SEK, Markevych I, Hose AJ, Loss G, Wouters IM, Genuneit J, Braun-Fahrländer C, Horak E, Boznanski A, Heederik D, von Mutius E, Heinrich J, Ege MJ; GABRIELA Study Group.","Pediatr Allergy Immunol. 2018 May;29(3):275-282. doi: 10.1111/pai.12861. Epub 2018 Feb 7.","Müller-Rompa SEK","Pediatr Allergy Immunol","2018","2018/01/10","","","10.1111/pai.12861"
"30673133","Acetylcholine receptors in the equatorial region of intrafusal muscle fibres modulate mouse muscle spindle sensitivity","Gerwin L, Haupt C, Wilkinson KA, Kröger S.","J Physiol. 2019 Apr;597(7):1993-2006. doi: 10.1113/JP277139. Epub 2019 Feb 13.","Gerwin L","J Physiol","2019","2019/01/24","PMC6441882","","10.1113/JP277139"
"31122931","Opposite microglial activation stages upon loss of PGRN or TREM2 result in reduced cerebral glucose metabolism","Götzl JK, Brendel M, Werner G, Parhizkar S, Sebastian Monasor L, Kleinberger G, Colombo AV, Deussing M, Wagner M, Winkelmann J, Diehl-Schmid J, Levin J, Fellerer K, Reifschneider A, Bultmann S, Bartenstein P, Rominger A, Tahirovic S, Smith ST, Madore C, Butovsky O, Capell A, Haass C.","EMBO Mol Med. 2019 Jun;11(6):e9711. doi: 10.15252/emmm.201809711.","Götzl JK","EMBO Mol Med","2019","2019/05/25","PMC6554672","","10.15252/emmm.201809711"
"25855493","Vitamin D-dependent induction of cathelicidin in human macrophages results in cytotoxicity against high-grade B cell lymphoma","Bruns H, Büttner M, Fabri M, Mougiakakos D, Bittenbring JT, Hoffmann MH, Beier F, Pasemann S, Jitschin R, Hofmann AD, Neumann F, Daniel C, Maurberger A, Kempkes B, Amann K, Mackensen A, Gerbitz A.","Sci Transl Med. 2015 Apr 8;7(282):282ra47. doi: 10.1126/scitranslmed.aaa3230.","Bruns H","Sci Transl Med","2015","2015/04/10","","","10.1126/scitranslmed.aaa3230"
"31732345","A review of recent advances towards the development of QSAR models for toxicity assessment of ionic liquids","Abramenko N, Kustov L, Metelytsia L, Kovalishyn V, Tetko I, Peijnenburg W.","J Hazard Mater. 2020 Feb 15;384:121429. doi: 10.1016/j.jhazmat.2019.121429. Epub 2019 Nov 6.","Abramenko N","J Hazard Mater","2020","2019/11/17","","","10.1016/j.jhazmat.2019.121429"
"28283566","Human Plasmacytoid Dendritic Cells Display and Shed B Cell Maturation Antigen upon TLR Engagement","Schuh E, Musumeci A, Thaler FS, Laurent S, Ellwart JW, Hohlfeld R, Krug A, Meinl E.","J Immunol. 2017 Apr 15;198(8):3081-3088. doi: 10.4049/jimmunol.1601746. Epub 2017 Mar 10.","Schuh E","J Immunol","2017","2017/03/12","","","10.4049/jimmunol.1601746"
"28923828","Attenuated PDGF signaling drives alveolar and microvascular defects in neonatal chronic lung disease","Oak P, Pritzke T, Thiel I, Koschlig M, Mous DS, Windhorst A, Jain N, Eickelberg O, Foerster K, Schulze A, Goepel W, Reicherzer T, Ehrhardt H, Rottier RJ, Ahnert P, Gortner L, Desai TJ, Hilgendorff A.","EMBO Mol Med. 2017 Nov;9(11):1504-1520. doi: 10.15252/emmm.201607308.","Oak P","EMBO Mol Med","2017","2017/09/20","PMC5666314","","10.15252/emmm.201607308"
"30975887","Bacterial medium-chain 3-hydroxy fatty acid metabolites trigger immunity in Arabidopsis plants","Kutschera A, Dawid C, Gisch N, Schmid C, Raasch L, Gerster T, Schäffer M, Smakowska-Luzan E, Belkhadir Y, Vlot AC, Chandler CE, Schellenberger R, Schwudke D, Ernst RK, Dorey S, Hückelhoven R, Hofmann T, Ranf S.","Science. 2019 Apr 12;364(6436):178-181. doi: 10.1126/science.aau1279.","Kutschera A","Science","2019","2019/04/13","","","10.1126/science.aau1279"
"26836693","Loss of DJ-1 impairs antioxidant response by altered glutamine and serine metabolism","Meiser J, Delcambre S, Wegner A, Jäger C, Ghelfi J, d'Herouel AF, Dong X, Weindl D, Stautner C, Nonnenmacher Y, Michelucci A, Popp O, Giesert F, Schildknecht S, Krämer L, Schneider JG, Woitalla D, Wurst W, Skupin A, Weisenhorn DM, Krüger R, Leist M, Hiller K.","Neurobiol Dis. 2016 May;89:112-25. doi: 10.1016/j.nbd.2016.01.019. Epub 2016 Feb 1.","Meiser J","Neurobiol Dis","2016","2016/02/03","","","10.1016/j.nbd.2016.01.019"
"26802628","Systematic substrate identification indicates a central role for the metalloprotease ADAM10 in axon targeting and synapse function","Kuhn PH, Colombo AV, Schusser B, Dreymueller D, Wetzel S, Schepers U, Herber J, Ludwig A, Kremmer E, Montag D, Müller U, Schweizer M, Saftig P, Bräse S, Lichtenthaler SF.","Elife. 2016 Jan 23;5:e12748. doi: 10.7554/eLife.12748.","Kuhn PH","Elife","2016","2016/01/24","PMC4786429","","10.7554/eLife.12748"
"26101736","Diabetes knowledge and glycemic control among patients with type 2 diabetes in Bangladesh","Islam SM, Niessen LW, Seissler J, Ferrari U, Biswas T, Islam A, Lechner A.","Springerplus. 2015 Jun 20;4:284. doi: 10.1186/s40064-015-1103-7. eCollection 2015.","Islam SM","Springerplus","2015","2015/06/24","PMC4474969","","10.1186/s40064-015-1103-7"
"31399939","Dietary antioxidant capacity and risk of type 2 diabetes mellitus, prediabetes and insulin resistance: the Rotterdam Study","van der Schaft N, Schoufour JD, Nano J, Kiefte-de Jong JC, Muka T, Sijbrands EJG, Ikram MA, Franco OH, Voortman T.","Eur J Epidemiol. 2019 Sep;34(9):853-861. doi: 10.1007/s10654-019-00548-9. Epub 2019 Aug 9.","van der Schaft N","Eur J Epidemiol","2019","2019/08/11","PMC6759671","","10.1007/s10654-019-00548-9"
"30261306","Acute effects of hypertonic saline inhalation on nitric oxide pulmonary diffusing capacity in healthy adults","Karrasch S, Radtke T, Simon M, Kronseder A, Dressel H, Jörres RA, Ochmann U.","Respir Physiol Neurobiol. 2018 Dec;258:40-46. doi: 10.1016/j.resp.2018.09.007. Epub 2018 Sep 24.","Karrasch S","Respir Physiol Neurobiol","2018","2018/09/28","","","10.1016/j.resp.2018.09.007"
"26084025","Artery Tertiary Lymphoid Organs Control Aorta Immunity and Protect against Atherosclerosis via Vascular Smooth Muscle Cell Lymphotoxin β Receptors","Hu D, Mohanta SK, Yin C, Peng L, Ma Z, Srikakulapu P, Grassia G, MacRitchie N, Dever G, Gordon P, Burton FL, Ialenti A, Sabir SR, McInnes IB, Brewer JM, Garside P, Weber C, Lehmann T, Teupser D, Habenicht L, Beer M, Grabner R, Maffia P, Weih F, Habenicht AJ.","Immunity. 2015 Jun 16;42(6):1100-15. doi: 10.1016/j.immuni.2015.05.015.","Hu D","Immunity","2015","2015/06/18","PMC4678289","","10.1016/j.immuni.2015.05.015"
"29159820","Prevalence of type I sensitization to alpha-gal in forest service employees and hunters: Is the blood type an overlooked risk factor in epidemiological studies of the α-Gal syndrome?","Cabezas-Cruz A, de la Fuente J, Fischer J, Hebsaker J, Lupberger E, Blumenstock G, Aichinger E, Yazdi AS, Enkel S, Oehme R, Biedermann T.","Allergy. 2017 Dec;72(12):2044-2047. doi: 10.1111/all.13206.","Cabezas-Cruz A","Allergy","2017","2017/11/22","","","10.1111/all.13206"
"30059845","Ldlr(-)(/)(-) and ApoE(-)(/)(-) mice better mimic the human metabolite signature of increased carotid intima media thickness compared to other animal models of cardiovascular disease","Saulnier-Blache JS, Wilson R, Klavins K, Graham D, Alesutan I, Kastenmüller G, Wang-Sattler R, Adamski J, Roden M, Rathmann W, Seissler J, Meisinger C, Koenig W, Thiery J, Suhre K, Peters A, Kuro-O M, Lang F, Dallmann G, Delles C, Voelkl J, Waldenberger M, Bascands JL, Klein J, Schanstra JP.","Atherosclerosis. 2018 Sep;276:140-147. doi: 10.1016/j.atherosclerosis.2018.07.024. Epub 2018 Jul 21.","Saulnier-Blache JS","Atherosclerosis","2018","2018/07/31","","","10.1016/j.atherosclerosis.2018.07.024"
"30249220","Suicidal ideation in primary care patients suffering from panic disorder with or without agoraphobia","Teismann T, Lukaschek K, Hiller TS, Breitbart J, Brettschneider C, Schumacher U, Margraf J, Gensichen J; Jena Paradies Study Group.","BMC Psychiatry. 2018 Sep 24;18(1):305. doi: 10.1186/s12888-018-1894-5.","Teismann T","BMC Psychiatry","2018","2018/09/26","PMC6154913","","10.1186/s12888-018-1894-5"
"26519405","PGSB/MIPS Plant Genome Information Resources and Concepts for the Analysis of Complex Grass Genomes","Spannagl M, Bader K, Pfeifer M, Nussbaumer T, Mayer KF.","Methods Mol Biol. 2016;1374:165-86. doi: 10.1007/978-1-4939-3167-5_8.","Spannagl M","Methods Mol Biol","2016","2015/11/01","","","10.1007/978-1-4939-3167-5_8"
"28131656","Integration of recent evidence into management of patients with atherosclerotic cardiovascular disease and type 2 diabetes","Standl E, Schnell O, McGuire DK, Ceriello A, Rydén L.","Lancet Diabetes Endocrinol. 2017 May;5(5):391-402. doi: 10.1016/S2213-8587(17)30033-5. Epub 2017 Jan 26.","Standl E","Lancet Diabetes Endocrinol","2017","2017/01/30","","","10.1016/S2213-8587(17)30033-5"
"29422512","Depiction of pneumothoraces in a large animal model using x-ray dark-field radiography","Hellbach K, Baehr A, De Marco F, Willer K, Gromann LB, Herzen J, Dmochewitz M, Auweter S, Fingerle AA, Noël PB, Rummeny EJ, Yaroshenko A, Maack HI, Pralow T, van der Heijden H, Wieberneit N, Proksa R, Koehler T, Rindt K, Schroeter TJ, Mohr J, Bamberg F, Ertl-Wagner B, Pfeiffer F, Reiser MF.","Sci Rep. 2018 Feb 8;8(1):2602. doi: 10.1038/s41598-018-20985-y.","Hellbach K","Sci Rep","2018","2018/02/10","PMC5805747","","10.1038/s41598-018-20985-y"
"26082518","Social disparities in Disease Management Programmes for coronary heart disease in Germany: a cross-classified multilevel analysis","Bozorgmehr K, Maier W, Brenner H, Saum KU, Stock C, Miksch A, Holleczek B, Szecsenyi J, Razum O.","J Epidemiol Community Health. 2015 Nov;69(11):1091-101. doi: 10.1136/jech-2014-204506. Epub 2015 Jun 16.","Bozorgmehr K","J Epidemiol Community Health","2015","2015/06/18","PMC4680139","","10.1136/jech-2014-204506"
"31071428","Terebratulide brachiopod shell biomineralization by mantle epithelial cells","Simonet Roda M, Ziegler A, Griesshaber E, Yin X, Rupp U, Greiner M, Henkel D, Häussermann V, Eisenhauer A, Laudien J, Schmahl WW.","J Struct Biol. 2019 Aug 1;207(2):136-157. doi: 10.1016/j.jsb.2019.05.002. Epub 2019 May 6.","Simonet Roda M","J Struct Biol","2019","2019/05/10","","","10.1016/j.jsb.2019.05.002"
"31587900","Mammalian target of rapamycin signaling and ubiquitin-proteasome-related gene expression in skeletal muscle of dairy cows with high or normal body condition score around calving","Ghaffari MH, Schuh K, Dusel G, Frieten D, Koch C, Prehn C, Adamski J, Sauerwein H, Sadri H.","J Dairy Sci. 2019 Dec;102(12):11544-11560. doi: 10.3168/jds.2019-17130. Epub 2019 Oct 3.","Ghaffari MH","J Dairy Sci","2019","2019/10/08","","","10.3168/jds.2019-17130"
"31308648","Determinants of healthcare utilization and costs in COPD patients: first longitudinal results from the German COPD cohort COSYCONET","Byng D, Lutter JI, Wacker ME, Jörres RA, Liu X, Karrasch S, Schulz H, Vogelmeier C, Holle R.","Int J Chron Obstruct Pulmon Dis. 2019 Jul 5;14:1423-1439. doi: 10.2147/COPD.S201899. eCollection 2019.","Byng D","Int J Chron Obstruct Pulmon Dis","2019","2019/07/17","PMC6616193","","10.2147/COPD.S201899"
"29402850","Fetal Serum Metabolites Are Independently Associated with Gestational Diabetes Mellitus","Lu YP, Reichetzeder C, Prehn C, von Websky K, Slowinski T, Chen YP, Yin LH, Kleuser B, Yang XS, Adamski J, Hocher B.","Cell Physiol Biochem. 2018;45(2):625-638. doi: 10.1159/000487119. Epub 2018 Jan 29.","Lu YP","Cell Physiol Biochem","2018","2018/02/07","","","10.1159/000487119"
"28258061","Uncoupling of neurogenesis and differentiation during retinal development","Engerer P, Suzuki SC, Yoshimatsu T, Chapouton P, Obeng N, Odermatt B, Williams PR, Misgeld T, Godinho L.","EMBO J. 2017 May 2;36(9):1134-1146. doi: 10.15252/embj.201694230. Epub 2017 Mar 3.","Engerer P","EMBO J","2017","2017/03/05","PMC5412767","","10.15252/embj.201694230"
"29899543","MiR-744-5p inducing cell death by directly targeting HNRNPC and NFIX in ovarian cancer cells","Kleemann M, Schneider H, Unger K, Sander P, Schneider EM, Fischer-Posovszky P, Handrick R, Otte K.","Sci Rep. 2018 Jun 13;8(1):9020. doi: 10.1038/s41598-018-27438-6.","Kleemann M","Sci Rep","2018","2018/06/15","PMC5998049","","10.1038/s41598-018-27438-6"
"27068814","Alternative splicing of MALT1 controls signalling and activation of CD4(+) T cells","Meininger I, Griesbach RA, Hu D, Gehring T, Seeholzer T, Bertossi A, Kranich J, Oeckinghaus A, Eitelhuber AC, Greczmiel U, Gewies A, Schmidt-Supprian M, Ruland J, Brocker T, Heissmeyer V, Heyd F, Krappmann D.","Nat Commun. 2016 Apr 12;7:11292. doi: 10.1038/ncomms11292.","Meininger I","Nat Commun","2016","2016/04/13","PMC4832065","","10.1038/ncomms11292"
"26065893","γ-Secretase directly sheds the survival receptor BCMA from plasma cells","Laurent SA, Hoffmann FS, Kuhn PH, Cheng Q, Chu Y, Schmidt-Supprian M, Hauck SM, Schuh E, Krumbholz M, Rübsamen H, Wanngren J, Khademi M, Olsson T, Alexander T, Hiepe F, Pfister HW, Weber F, Jenne D, Wekerle H, Hohlfeld R, Lichtenthaler SF, Meinl E.","Nat Commun. 2015 Jun 11;6:7333. doi: 10.1038/ncomms8333.","Laurent SA","Nat Commun","2015","2015/06/13","PMC4490565","","10.1038/ncomms8333"
"31908000","Mouse brain proteomics establishes MDGA1 and CACHD1 as in vivo substrates of the Alzheimer protease BACE1","Rudan Njavro J, Klotz J, Dislich B, Wanngren J, Shmueli MD, Herber J, Kuhn PH, Kumar R, Koeglsperger T, Conrad M, Wurst W, Feederle R, Vlachos A, Michalakis S, Jedlicka P, Müller SA, Lichtenthaler SF.","FASEB J. 2020 Feb;34(2):2465-2482. doi: 10.1096/fj.201902347R. Epub 2019 Dec 27.","Rudan Njavro J","FASEB J","2020","2020/01/08","","","10.1096/fj.201902347R"
"26395490","Revising the embryonic origin of thyroid C cells in mice and humans","Johansson E, Andersson L, Örnros J, Carlsson T, Ingeson-Carlsson C, Liang S, Dahlberg J, Jansson S, Parrillo L, Zoppoli P, Barila GO, Altschuler DL, Padula D, Lickert H, Fagman H, Nilsson M.","Development. 2015 Oct 15;142(20):3519-28. doi: 10.1242/dev.126581. Epub 2015 Sep 22.","Johansson E","Development","2015","2015/09/24","PMC4631767","","10.1242/dev.126581"
"25631167","Morphological and proliferative studies on ex vivo cultured human anterior lens epithelial cells - relevance to capsular opacification","Andjelić S, Drašlar K, Lumi X, Yan X, Graw J, Facskó A, Hawlina M, Petrovski G.","Acta Ophthalmol. 2015 Sep;93(6):e499-506. doi: 10.1111/aos.12655. Epub 2015 Jan 28.","Andjelić S","Acta Ophthalmol","2015","2015/01/30","","","10.1111/aos.12655"
"29237412","Evaluation of epidermal growth factor receptor signaling effects in gastric cancer cell lines by detailed motility-focused phenotypic characterization linked with molecular analysis","Keller S, Kneissl J, Grabher-Meier V, Heindl S, Hasenauer J, Maier D, Mattes J, Winter P, Luber B.","BMC Cancer. 2017 Dec 13;17(1):845. doi: 10.1186/s12885-017-3822-3.","Keller S","BMC Cancer","2017","2017/12/15","PMC5729506","","10.1186/s12885-017-3822-3"
"28961469","Urban residential greenspace and mental health in youth: Different approaches to testing multiple pathways yield different conclusions","Dzhambov A, Hartig T, Markevych I, Tilov B, Dimitrova D.","Environ Res. 2018 Jan;160:47-59. doi: 10.1016/j.envres.2017.09.015. Epub 2017 Oct 3.","Dzhambov A","Environ Res","2018","2017/09/30","","","10.1016/j.envres.2017.09.015"
